question,dataset_id,columns,query
How many participants are from the United Kingdom?,030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category",FALSE
What is the most common number of programming languages used by participants on a regular basis?,030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category",FALSE
What are the top 4 geographies represented in the dataset?,030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category",FALSE
Name the top 3 general segments of participants.,030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category",FALSE
Identify the top 6 programming languages used regularly.,030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category",FALSE
list the highest average 3 years of machine learning experience.,030_Professionals,"Geographies; object, Labeled Clusters; category, General Segments; object, Select the title most similar to your current role (or most recent title if retired); category, In which country do you currently reside?; category, (Average) For how many years have you used machine learning methods?; float64, (Average) What is your current yearly compensation (approximate $USD)?_rx_K; float64, (Average) What is the size of the company where you are employed?; float64, (Average) For how many years have you been writing code and_or programming?; float64, Which of the following natural language processing (NLP) methods do you use on a regular basis?; object, Which of the following integrated development environments (IDE's) do you use on a regular basis?; object, What is your current yearly compensation (approximate $USD)?; category, Which of the following cloud computing platforms do you use on a regular basis?; object, Which of the following business intelligence tools do you hope to become more familiar with in the next 2 years?; object, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you use on a regular basis?; object, Which of the following ML algorithms do you use on a regular basis?,Which of the following ML algorithms do you use on a regular basis?; object, For how many years have you been writing code and_or programming?; category, What is the size of the company where you are employed?; category, (Average) Approximately how much money have you (or your team) spent on machine; float64, (Average) What is your current yearly compensation (approximate $USD)?; float64, Which types of specialized hardware do you use on a regular basis?; object, (Average) Approximately how many individuals are responsible for data science wo; float64, Which of the following business intelligence tools do you use on a regular basis?; object, Do you use any automated machine learning tools (or partial AutoML tools) on a regular basis?; object, (Average) Approximately how many times have you used a TPU (tensor processing unit)?; float64, Do you use any of the following data storage products on a regular basis?; object, Approximately how many individuals are responsible for data science workloads at your place of business?; category, Of the cloud platforms that you are familiar with, which has the best developer experience (most enjoyable to use)?; category, On which platforms have you begun or completed data science courses?; object, Which categories of automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Do you use any of the following managed machine learning products on a regular basis?; object, Who_what are your favorite media sources that report on data science topics?; object, In the next 2 years, do you hope to become more familiar with any of these specific cloud computing products?; object, Do you use any tools to help manage machine learning experiments?; object, Where do you publicly share your data analysis or machine learning applications?; object, Do you use any of the following cloud computing products on a regular basis?; object, In the next 2 years, do you hope to become more familiar with any of these tools for managing ML experiments?; object, What is your gender?; category, Which specific automated machine learning tools (or partial AutoML tools) do you hope to become more familiar with in the next 2 years?; object, Which categories of computer vision methods do you use on a regular basis?; object, For how many years have you used machine learning methods?; category, Which of the following machine learning frameworks do you use on a regular basis?,Which of the following machine learning frameworks do you use on a regular basis?; object, (Average) What is your age (years)?; float64, Which of the following big data products (relational database, data warehouse, data lake, or similar) do you use most often?; category, Which of the following business intelligence tools do you use most often?; category, What is the primary tool that you use at work or school to analyze data?; category, Does your current employer incorporate machine learning methods into their business?; category, Approximately how many times have you used a TPU (tensor processing unit)?; category, Which of the following hosted notebook products do you use on a regular basis?; object, What is the highest level of formal education that you have attained or plan to attain within the next 2 years?; category, In what industry is your current employer_contract (or your most recent employer if retired)?; category, Which of the following big data products (relational databases, data warehouses, data lakes, or similar) do you hope to become more familiar with in the next 2 years?; object, Time from Start to finish (seconds); uint32, ID; uint16, Approximately how much money have you (or your team) spent on machine learning and_or cloud computing services at home (or at work) in the past 5 years (approximate $USD)?; category, In the next 2 years, do you hope to become more familiar with any of these managed machine learning products?; object, Select any activities that make up an important part of your role at work; object, What data visualization libraries or tools do you use on a regular basis?; object, Which of the following automated machine learning tools (or partial AutoML tools) do you use on a regular basis?; object, What is your age (years)?; category, What programming language would you recommend an aspiring data scientist to learn first?; category, Which of the following cloud computing platforms do you hope to become more familiar with in the next 2 years?; object, What programming languages do you use on a regular basis?; object, What type of computing platform do you use most often for your data science projects?; category",FALSE
Which company received the lowest rating?,031_Trustpilot,"published_date; datetime64[us, UTC], country_code; category, title; category, body; object, rating; uint8, Company; category",FALSE
What are the best 4 unique ratings given to 'Wise'?,031_Trustpilot,"published_date; datetime64[us, UTC], country_code; category, title; category, body; object, rating; uint8, Company; category",FALSE
What are the bottom 5 unique ratings given to 'N26'?,031_Trustpilot,"published_date; datetime64[us, UTC], country_code; category, title; category, body; object, rating; uint8, Company; category",FALSE
What's the most common education level among our employees?,033_Employee,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[ns, UTC], Marital_Status; category",Error: 'Education'
What's the most common marital status in the database?,033_Employee,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[ns, UTC], Marital_Status; category",FALSE
"Among the employees who have left the company in sales, what's the most common salary level?",033_Employee,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[ns, UTC], Marital_Status; category",Error: unsupported operand type(s) for &: 'str' and 'bool'
"Among the employees who have had a work accident in sales, what's the most common salary level?",033_Employee,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[ns, UTC], Marital_Status; category",Error: unsupported operand type(s) for &: 'str' and 'bool'
"For the 2 employees with the top satisfaction levels who belong to the sales department, what are their salary levels?",033_Employee,"Left; category, Satisfaction Level; float64, Work Accident; category, Average Monthly Hours; uint16, Last Evaluation; float64, Years in the Company; uint8, salary; category, Department; category, Number of Projects; uint8, Promoted in the last 5 years?; category, Date Hired; datetime64[ns, UTC], Marital_Status; category",FALSE
Does the song with the lowest rank contain the word 'love' in its lyrics?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",Error: 'str' object has no attribute 'str'
What is the title of the song with the lowest rank?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",FALSE
Who are the artists of the top 5 ranked songs?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",FALSE
What are the titles of the 3 songs with the shortest lyrics?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64","Error: Column 'Lyrics' has dtype object, cannot use method 'nsmallest' with this dtype"
Who are the artists of the bottom 5 ranked songs?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",FALSE
What are the ranks of the top 3 songs with the most occurrences of the word 'love' in their lyrics?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",Error: 0.0
What are the years of production of the top 5 songs with the longest lyrics?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64","Error: Column 'Lyrics' has dtype object, cannot use method 'nlargest' with this dtype"
Who are the artists of the top 3 songs in 1965?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",FALSE
What are the years of production of the top 3 songs with the word 'love' in their lyrics by the Beatles?,035_Billboard,"Rank; uint8, Song; category, Artist; category, Year; uint16, Lyrics; object, Source; float64",Error: Cannot mask with non-boolean array containing NA / NaN values
Which origin has the lowest latitude?,036_US,"dest; uint32, origin; float64, count; uint16, name_dest; category, name_origin; category, lat_dest; float64, lon_dest; float64, lat_origin; float64, lon_origin; float64",FALSE
List the age of the 6 youngest individuals in the dataset.,039_Happy,"wid; uint16, reflection_period; category, cleaned_hm; object, num_sentence; uint8, ground_truth_category; category, predicted_category; category, age; float64, country; category, gender; category, marital; category, parenthood; category",FALSE
Are all participants who expected more than 5 matches male?,040_Speed,"has_null; uint8, wave; uint8, gender; category, age; float64, age_o; float64, d_age; uint8, d_d_age; object, race; category, race_o; category, samerace; uint8, importance_same_race; float64, importance_same_religion; float64, d_importance_same_race; object, d_importance_same_religion; object, field; category, pref_o_attractive; float64, pref_o_sincere; float64, pref_o_intelligence; float64, pref_o_funny; float64, pref_o_ambitious; float64, pref_o_shared_interests; float64, d_pref_o_attractive; object, d_pref_o_sincere; object, d_pref_o_intelligence; object, d_pref_o_funny; object, d_pref_o_ambitious; object, d_pref_o_shared_interests; object, attractive_o; float64, sinsere_o; float64, intelligence_o; float64, funny_o; float64, ambitous_o; float64, shared_interests_o; float64, d_attractive_o; object, d_sinsere_o; object, d_intelligence_o; object, d_funny_o; object, d_ambitous_o; object, d_shared_interests_o; object, attractive_important; float64, sincere_important; float64, intellicence_important; float64, funny_important; float64, ambtition_important; float64, shared_interests_important; float64, d_attractive_important; object, d_sincere_important; object, d_intellicence_important; object, d_funny_important; object, d_ambtition_important; object, d_shared_interests_important; object, attractive; float64, sincere; float64, intelligence; float64, funny; float64, ambition; float64, d_attractive; object, d_sincere; object, d_intelligence; object, d_funny; object, d_ambition; object, attractive_partner; float64, sincere_partner; float64, intelligence_partner; float64, funny_partner; float64, ambition_partner; float64, shared_interests_partner; float64, d_attractive_partner; object, d_sincere_partner; object, d_intelligence_partner; object, d_funny_partner; object, d_ambition_partner; object, d_shared_interests_partner; object, sports; float64, tvsports; float64, exercise; float64, dining; float64, museums; float64, art; float64, hiking; float64, gaming; float64, clubbing; float64, reading; float64, tv; float64, theater; float64, movies; float64, concerts; float64, music; float64, shopping; float64, yoga; float64, d_sports; object, d_tvsports; object, d_exercise; object, d_dining; object, d_museums; object, d_art; object, d_hiking; object, d_gaming; object, d_clubbing; object, d_reading; object, d_tv; object, d_theater; object, d_movies; object, d_concerts; object, d_music; object, d_shopping; object, d_yoga; object, interests_correlate; float64, d_interests_correlate; object, expected_happy_with_sd_people; float64, expected_num_interested_in_me; float64, expected_num_matches; float64, d_expected_happy_with_sd_people; object, d_expected_num_interested_in_me; object, d_expected_num_matches; object, like; float64, guess_prob_liked; float64, d_like; object, d_guess_prob_liked; object, met; float64, decision; uint8, decision_o; uint8, match; uint8",FALSE
What are the top 4 tweet IDs with the lowest sentiment confidence?,041_Airline,"tweet_id; int64, airline_sentiment; category, airline_sentiment_confidence; float64, negativereason; category, negativereason_confidence; float64, airline; category, airline_sentiment_gold; category, name; category, negativereason_gold; category, retweet_count; uint8, text; object, tweet_coord; object, tweet_created; datetime64[us, UTC], tweet_location; category, user_timezone; category",FALSE
